Kids_First_Biospecimen_ID	count_regions_high_conf	count_regions_low_conf	any_high_conf	any_low_conf
BS_NXZSD2KK	0	0	FALSE	FALSE
BS_NZRJE7QA	0	0	FALSE	FALSE
BS_P0KQFXNC	0	0	FALSE	FALSE
BS_P36C0ABE	0	0	FALSE	FALSE
BS_P3EVK3C2	0	0	FALSE	FALSE
BS_P3KD5EQG	0	0	FALSE	FALSE
BS_P3P96WCD	0	0	FALSE	FALSE
BS_P3PF53V8	0	0	FALSE	FALSE
BS_P4K6WK9Y	3	6	TRUE	TRUE
BS_P6NWC51S	1	1	TRUE	TRUE
BS_P7CY04E7	0	0	FALSE	FALSE
BS_P8WN8XEQ	1	2	TRUE	TRUE
BS_P99S85CY	1	1	TRUE	TRUE
BS_PC2YQ4F6	1	1	TRUE	TRUE
BS_PDRNE606	0	0	FALSE	FALSE
BS_PEDGRK8S	0	0	FALSE	FALSE
BS_PEFRDKDZ	0	0	FALSE	FALSE
BS_PFXDWV9R	0	0	FALSE	FALSE
BS_PJ08ZW9A	0	0	FALSE	FALSE
BS_PMFR8NPN	0	0	FALSE	FALSE
BS_PMSZKZP7	0	0	FALSE	FALSE
BS_PNXDHDF3	3	4	TRUE	TRUE
BS_PP4WJBNR	0	0	FALSE	FALSE
BS_PPY0EWPG	0	0	FALSE	FALSE
BS_PV130A29	0	0	FALSE	FALSE
BS_PVYMDM18	0	0	FALSE	FALSE
BS_PVZJCXS1	0	0	FALSE	FALSE
BS_PYVPKH11	0	0	FALSE	FALSE
BS_PZDTK87A	0	0	FALSE	FALSE
BS_Q0XBZP88	0	0	FALSE	FALSE
BS_Q50P97Y0	0	0	FALSE	FALSE
BS_Q5XKTB1V	0	0	FALSE	FALSE
BS_Q6GVRAWK	0	0	FALSE	FALSE
BS_Q807ENGY	1	1	TRUE	TRUE
BS_Q88059DJ	0	0	FALSE	FALSE
BS_Q9NHTR7G	0	0	FALSE	FALSE
BS_QA0W86WP	0	0	FALSE	FALSE
BS_QBZDQX7A	0	0	FALSE	FALSE
BS_QC5FNXGH	0	0	FALSE	FALSE
BS_QD22MJJ5	0	0	FALSE	FALSE
BS_QDGHHS4S	0	0	FALSE	FALSE
BS_QE5B0T7R	0	0	FALSE	FALSE
BS_QE7WAAKC	0	0	FALSE	FALSE
BS_QGX93WPF	1	1	TRUE	TRUE
BS_QHTDJG77	1	1	TRUE	TRUE
BS_QK61ST4T	0	0	FALSE	FALSE
BS_QM1Z8R38	0	0	FALSE	FALSE
BS_QMG7XNEW	0	0	FALSE	FALSE
BS_QMHND3QK	0	0	FALSE	FALSE
BS_QRH793AV	0	0	FALSE	FALSE
BS_QSDKJM8T	0	0	FALSE	FALSE
BS_QSMFVHSB	0	0	FALSE	FALSE
BS_QWS88QXE	0	0	FALSE	FALSE
BS_QX754ADQ	0	0	FALSE	FALSE
BS_QXZTRMWM	0	0	FALSE	FALSE
BS_QYWGB52C	0	0	FALSE	FALSE
BS_QZT3SPY7	1	1	TRUE	TRUE
BS_QZTPJ8YW	0	0	FALSE	FALSE
BS_R1CV479M	0	0	FALSE	FALSE
BS_R1G6SG0K	1	3	TRUE	TRUE
BS_R1RMKH1B	0	0	FALSE	FALSE
BS_R1ZBTEAG	0	0	FALSE	FALSE
BS_R5G3QP11	1	1	TRUE	TRUE
BS_R726FKHP	0	0	FALSE	FALSE
BS_R7YMKNJN	0	0	FALSE	FALSE
BS_R82MYPKB	0	0	FALSE	FALSE
BS_R8ZKDFWH	0	0	FALSE	FALSE
BS_R913E3VB	0	0	FALSE	FALSE
BS_R922P3XJ	0	0	FALSE	FALSE
BS_R9V82BC1	1	1	TRUE	TRUE
BS_RB8VSEVG	0	0	FALSE	FALSE
BS_RCAZ62J7	0	0	FALSE	FALSE
BS_RGSJMSRE	2	2	TRUE	TRUE
BS_RH9PMH3G	0	0	FALSE	FALSE
BS_RHEBGZF8	0	0	FALSE	FALSE
BS_RQ5Z7KNW	0	0	FALSE	FALSE
BS_RR3DKGKY	0	0	FALSE	FALSE
BS_RZNNEX1Y	0	0	FALSE	FALSE
BS_S0T3CQ97	1	2	TRUE	TRUE
BS_S34SCYW4	0	0	FALSE	FALSE
BS_S791VC80	1	2	TRUE	TRUE
BS_S88G7BXH	0	0	FALSE	FALSE
BS_SCQNN2A2	0	0	FALSE	FALSE
BS_SD28E0SC	1	1	TRUE	TRUE
BS_SDT1J3A7	0	0	FALSE	FALSE
BS_SE82EQF8	0	0	FALSE	FALSE
BS_SFH8TGKT	0	0	FALSE	FALSE
BS_SFZ3A07S	0	0	FALSE	FALSE
BS_SK4H5MJQ	1	1	TRUE	TRUE
BS_SK949N33	0	0	FALSE	FALSE
BS_SKRY0BJ4	1	1	TRUE	TRUE
BS_SMCPASF0	0	0	FALSE	FALSE
BS_SNC5WMVN	0	0	FALSE	FALSE
BS_SQSH5G7A	1	4	TRUE	TRUE
BS_SSYNTXDC	0	0	FALSE	FALSE
BS_ST3Z2B9B	1	1	TRUE	TRUE
BS_STNH7YSX	2	2	TRUE	TRUE
BS_SYWRCE3Z	0	0	FALSE	FALSE
BS_T1SNKF50	1	1	TRUE	TRUE
BS_T54TAE3R	0	0	FALSE	FALSE
BS_T5HPW4Z0	0	0	FALSE	FALSE
BS_T7WMJ08W	0	0	FALSE	FALSE
BS_T8C13KNH	0	0	FALSE	FALSE
BS_T8TCEBB1	0	0	FALSE	FALSE
BS_T97EP8H0	1	1	TRUE	TRUE
BS_T99M7842	0	0	FALSE	FALSE
BS_T9T3R2J0	0	0	FALSE	FALSE
BS_TE8QFF7T	0	0	FALSE	FALSE
BS_TF6H437Q	1	1	TRUE	TRUE
BS_THH0CE5A	0	0	FALSE	FALSE
BS_TNQKJZCP	1	2	TRUE	TRUE
BS_TPX7YY57	0	0	FALSE	FALSE
BS_TQ0J7WJQ	0	0	FALSE	FALSE
BS_TRGECFNP	0	0	FALSE	FALSE
BS_TX2WGF8K	0	0	FALSE	FALSE
BS_TZPJHKQR	0	0	FALSE	FALSE
BS_V2MDX7HG	0	0	FALSE	FALSE
BS_V3SC6NWH	0	0	FALSE	FALSE
BS_V3ZNXRHK	0	0	FALSE	FALSE
BS_V6HKXX1Z	1	1	TRUE	TRUE
BS_V79WFJ6N	0	0	FALSE	FALSE
BS_V8G6BZRR	0	0	FALSE	FALSE
BS_VA07453Z	0	0	FALSE	FALSE
BS_VDSR4X6N	0	0	FALSE	FALSE
BS_VF099E8S	2	3	TRUE	TRUE
BS_VHD4ARSG	0	0	FALSE	FALSE
BS_VK46N40F	0	0	FALSE	FALSE
BS_VKH9KYDB	0	0	FALSE	FALSE
BS_VMZMGB7B	0	0	FALSE	FALSE
BS_VPJ9CARN	0	0	FALSE	FALSE
BS_VQC2PE2B	0	0	FALSE	FALSE
BS_VQEPFE1P	0	1	FALSE	TRUE
BS_VTTTQYQA	0	0	FALSE	FALSE
BS_VVD8TJNE	0	0	FALSE	FALSE
BS_VW4XN9Y7	0	0	FALSE	FALSE
BS_VW96PFKQ	0	0	FALSE	FALSE
BS_VXNT1TDB	0	0	FALSE	FALSE
BS_W23ERYW3	0	0	FALSE	FALSE
BS_W2QCHQ7E	1	3	TRUE	TRUE
BS_W3R2DQ86	0	0	FALSE	FALSE
BS_W50WEJE7	0	0	FALSE	FALSE
BS_W5P7SPDH	0	0	FALSE	FALSE
BS_W6B48DD5	0	0	FALSE	FALSE
BS_W74D279Q	0	0	FALSE	FALSE
BS_W8DA9AXT	0	0	FALSE	FALSE
BS_W9FW1PAE	0	0	FALSE	FALSE
BS_W9P0PFDH	0	0	FALSE	FALSE
BS_WB8P21ED	0	0	FALSE	FALSE
BS_WCNPE0AC	0	0	FALSE	FALSE
BS_WD37M8SD	0	0	FALSE	FALSE
BS_WD7AQV83	0	0	FALSE	FALSE
BS_WEGGXVYA	0	0	FALSE	FALSE
BS_WJ7GMQTF	0	0	FALSE	FALSE
BS_WJB33V17	0	0	FALSE	FALSE
BS_WJF6ZXWN	1	1	TRUE	TRUE
BS_WMEYJGDC	0	0	FALSE	FALSE
BS_WP2D11SK	0	0	FALSE	FALSE
BS_WP9J88EB	1	2	TRUE	TRUE
BS_WPCBK1EG	0	1	FALSE	TRUE
BS_WQ19Z6MD	0	0	FALSE	FALSE
BS_WRJNMEX2	0	0	FALSE	FALSE
BS_WSFB4SA2	0	0	FALSE	FALSE
BS_WXKCR17Q	0	0	FALSE	FALSE
BS_WY5KYSHJ	0	0	FALSE	FALSE
BS_WYF8NGSD	0	0	FALSE	FALSE
BS_X1R0N8QS	0	0	FALSE	FALSE
BS_X6361T19	0	0	FALSE	FALSE
BS_X7QJCVJB	0	0	FALSE	FALSE
BS_X9PJ715R	0	0	FALSE	FALSE
BS_XBBBE8V2	2	2	TRUE	TRUE
BS_XBE002WV	0	0	FALSE	FALSE
BS_XCFNEZ8E	0	0	FALSE	FALSE
BS_XCNGQ25H	0	0	FALSE	FALSE
BS_XDY9BYRK	0	0	FALSE	FALSE
BS_XEVMEYFS	0	0	FALSE	FALSE
BS_XGMXJKFX	0	1	FALSE	TRUE
BS_XGVSX8BX	0	0	FALSE	FALSE
BS_XH5JP8DB	0	0	FALSE	FALSE
BS_XHAQXDR0	0	0	FALSE	FALSE
BS_XJZQA3AP	0	0	FALSE	FALSE
BS_XKE77TR4	0	0	FALSE	FALSE
BS_XKM2EAT4	0	0	FALSE	FALSE
BS_XKP747AS	0	0	FALSE	FALSE
BS_XKXDH0YJ	0	0	FALSE	FALSE
BS_XM302FF4	0	0	FALSE	FALSE
BS_XMNBSBGN	0	0	FALSE	FALSE
BS_XNTQBZAJ	0	0	FALSE	FALSE
BS_XPSD2NRJ	0	1	FALSE	TRUE
BS_XVBX7ZK1	0	0	FALSE	FALSE
BS_XVNNWN2Z	0	0	FALSE	FALSE
BS_XVYRXN8J	0	0	FALSE	FALSE
BS_XW26N96W	0	0	FALSE	FALSE
BS_XWQTX5HH	0	0	FALSE	FALSE
BS_Y2C78JC4	0	0	FALSE	FALSE
BS_Y3472DYJ	0	0	FALSE	FALSE
BS_Y3ETG5AE	0	0	FALSE	FALSE
BS_Y43VC4VG	0	0	FALSE	FALSE
BS_Y4ZX0YX7	0	0	FALSE	FALSE
BS_Y5DA59M3	0	0	FALSE	FALSE
BS_Y7CA8B5R	1	1	TRUE	TRUE
BS_Y9GHDZKS	0	0	FALSE	FALSE
BS_YB99Q6TN	0	0	FALSE	FALSE
BS_YBCQBCQC	2	2	TRUE	TRUE
BS_YETTZ1NC	2	2	TRUE	TRUE
BS_YEWX69X4	0	0	FALSE	FALSE
BS_YH60H2FS	0	0	FALSE	FALSE
BS_YKQP4SBX	0	0	FALSE	FALSE
BS_YMDPFK0V	0	0	FALSE	FALSE
BS_YPCTK927	0	0	FALSE	FALSE
BS_YVFFHJ1Q	0	0	FALSE	FALSE
BS_YXCVR90M	0	0	FALSE	FALSE
BS_YYAPSA5P	1	1	TRUE	TRUE
BS_YZ0P5E8H	1	1	TRUE	TRUE
BS_YZ2YNEJJ	0	0	FALSE	FALSE
BS_Z14Z2JMW	0	0	FALSE	FALSE
BS_Z1BBZ01F	0	0	FALSE	FALSE
BS_Z34PQDYT	0	0	FALSE	FALSE
BS_Z4Q8RH5M	0	0	FALSE	FALSE
BS_Z4S81HG1	0	0	FALSE	FALSE
BS_Z5VJCFNP	1	1	TRUE	TRUE
BS_Z7R92XX6	0	0	FALSE	FALSE
BS_Z9NCH2XA	0	1	FALSE	TRUE
BS_Z9PKZ4RT	0	0	FALSE	FALSE
BS_ZAH4FHV2	0	0	FALSE	FALSE
BS_ZAT0XJE5	1	1	TRUE	TRUE
BS_ZBWQG7VR	0	0	FALSE	FALSE
BS_ZCY4ECNV	0	0	FALSE	FALSE
BS_ZECKZTFC	0	0	FALSE	FALSE
BS_ZH6PC8KM	0	0	FALSE	FALSE
BS_ZHJFX6C9	0	0	FALSE	FALSE
BS_ZJSMC22A	0	0	FALSE	FALSE
BS_ZJT1REVB	0	0	FALSE	FALSE
BS_ZJZFT0AJ	1	1	TRUE	TRUE
BS_ZKFEMJZ8	0	0	FALSE	FALSE
BS_ZKZACPVV	0	0	FALSE	FALSE
BS_ZP89F1JY	1	1	TRUE	TRUE
BS_ZPF89720	2	2	TRUE	TRUE
BS_ZS1QRMXS	1	1	TRUE	TRUE
BS_ZV21J6YW	0	0	FALSE	FALSE
BS_ZZJF26C4	0	0	FALSE	FALSE
